iso	name	region	category	family	tags	tags_catalog	tags_auto	has_catalog_wikipedia_url	in_catalog	in_mixer_map	mixer_ready	bases	base_count	has_invalid_bases	invalid_bases	has_unique_base	base_set_key	base_set_cluster_size	wiki_lists	wiki_lists_direct	wiki_lists_inferred	wiki_inferred_by	wiki_titles	wiki_sources	wiki_names	wiki_items_count
akan	Akan	Africa	Niger-Congo	Akan	hyphen		hyphen	true	true	true	true	116	1	false		false	116	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json		region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of languages by number of native speakers (seed subset);Wikipedia: List of lingua francas – full article list	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers;https://en.wikipedia.org/wiki/List_of_lingua_francas	Akan	4
akkadian	Akkadian	Ancient Mesopotamia	Afroasiatic	East Semitic	apostrophe;diacritics;extinct;hyphen;space	extinct	apostrophe;diacritics;hyphen;space	false	true	true	true	23,42	2	false		false	23,42	1	tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-list-lingua-francas-full.json			Wikipedia: List of lingua francas – full article list	https://en.wikipedia.org/wiki/List_of_lingua_francas	Akkadian	1
akkala-sami	Akkala Sami	Eurasia	Uralic	Sami	extinct;hyphen;space	extinct	hyphen;space	true	true	true	true	9,274,426,438	4	false		false	9,274,426,438	1	tools/mixer-meta/wikipedia-uralic-languages-full.json	tools/mixer-meta/wikipedia-uralic-languages-full.json		category:Uralic	Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/List_of_Uralic_languages	Akkala Sami	1
akoye	Akoye	Pacific	Papuan	Angan	space		space	false	true	true	true	25,193,194,263,360,366	6	false		false	25,193,194,263,360,366	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
aku	Aku	Africa	Creole	English-based	creole;hyphen	creole	hyphen	false	true	true	true	1,116	2	false		false	1,116	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based;region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
akv	Akhvakh	Caucasus	Northeast Caucasian	Northeast Caucasian				false	true	true	true	223	1	false		false	223	25	tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-of-europe.json			Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe	Akhvakh	1
ala-satakunta	Ala-Satakunta	Eurasia	Uralic	Western Dialects	hyphen;space		hyphen;space	false	true	true	true	9,274,283,320,426	5	false		false	9,274,283,320,426	1	tools/mixer-meta/wikipedia-uralic-languages-full.json	tools/mixer-meta/wikipedia-uralic-languages-full.json		category:Uralic	Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/List_of_Uralic_languages	Ala-Satakunta dialects	1
alak-bahnaric	Alak	Asia	Austroasiatic	Bahnaric	apostrophe;diacritics;hyphen;space		apostrophe;diacritics;hyphen;space	false	true	true	true	23,29,130,132	4	false		false	23,29,130,132	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
alar-tunka-buryat	Alar-Tunka Buryat	Asia	Mongolic	Mongolic	hyphen;space		hyphen;space	false	true	true	true	276	1	false		false	276	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
alasha	Alasha Mongol	Asia	Mongolic	Mongolic	space		space	false	true	true	true	296	1	false		false	296	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
albanian	Albanian	Europe	Indo-European	Indo-European	diacritics		diacritics	true	true	true	true	209	1	false		true	209	1	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json		region:Europe	Wikipedia: Languages of Europe – regional subset;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Languages_of_Europe;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Albanian	2
alchuka	Alchuka	Asia	Tungusic	Jurchenic	extinct;hyphen	extinct	hyphen	false	true	true	true	380	1	false		false	380	7	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
ale	Aleut	Arctic	Eskimo-Aleut	Aleut	space		space	true	true	true	true	413	1	false		true	413	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-languages-of-north-america.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-languages-of-north-america.json			Wikipedia: Indigenous languages of the Americas – macro-family subset;Wikipedia: Languages of North America	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas;https://en.wikipedia.org/wiki/Languages_of_North_America	Aleut	2
alekano	Alekano	Pacific	Papuan	Kainantu–Goroka	apostrophe;space		apostrophe;space	false	true	true	true	25,197,263,360	4	false		false	25,197,263,360	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
alentejan	Alentejan	Europe	Romance	Portuguese				false	true	true	true	2,4,13	3	false		false	2,4,13	1	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Languages_of_Europe;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Alentejan	1
aleppine-arabic	Aleppine Arabic	Middle East	Afroasiatic	Levantine	hyphen;space		hyphen;space	false	true	true	true	2,42,138	3	false		false	2,42,138	1								0
algerian-arabic	Algerian Arabic	Middle East	Afroasiatic	Maghrebi	space		space	false	true	true	true	2,17,18,22	4	false		false	2,17,18,22	1								0
algerian-saharan-arabic	Algerian Saharan Arabic	Middle East	Afroasiatic	Maghrebi	space		space	false	true	true	true	4,17,18,22	4	false		false	4,17,18,22	1								0
algherese	Algherese	Europe	Romance	Catalan	catalan;sardinia;space	catalan;sardinia	space	true	true	true	true	4,233	2	false		false	4,233	1	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
algonquian-basque-pidgin	Algonquian-Basque pidgin	Misc	Pidgin	Pidgin	hyphen;pidgin;space	pidgin	hyphen;space	false	true	true	true	20,186	2	false		false	20,186	1								0
allar	Allar	Asia	Dravidian	South Dravidian				false	true	true	true	199,253,255	3	false		false	199,253,255	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
almosan	Almosan	Eurasia	Hypothetical	Proposed Groupings	hypothetical;proto	hypothetical;proto		false	true	true	true	19	1	false		false	19	35								0
alor-malay	Alor Malay	Asia	Creole	Malay-based	creole;space	creole	space	false	true	true	true	511	1	false		true	511	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
alor-pantar	Alor–Pantar	Pacific	Papuan	Trans–New Guinea	family;space	family	space	false	true	true	false	194,263,360,367	4	false		false	194,263,360,367	0	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
altai	Altai	Asia	Turkic	Siberian Turkic	space		space	true	true	true	true	225,296	2	false		false	225,296	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json	tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia	Altai	1
altai-uriankhai	Altai Uriankhai	Asia	Mongolic	Oirat-Kalmyk	hyphen;space		hyphen;space	false	true	true	true	276,296,381	3	false		false	276,296,381	2	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
aluku	Aluku	South America	Creole	English-based	creole;space	creole	space	false	true	true	true	291	1	false		false	291	2	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based	Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
