i|name|filename|seedCount|d|m|min|max|region|family|seeds25|reviewed
342|Pugliese|namebases-europe.js|10|cltr|0|4|11|Europe|Neapolitan|NO|NO
343|South Lucanian|namebases-europe.js|10|cltr|0|4|11|Europe|Neapolitan|NO|NO
344|Southern Latian|namebases-europe.js|10|cltr|0|4|11|Europe|Neapolitan|NO|NO
345|Southern Laziale|namebases-europe.js|10|cltr|0|4|11|Europe|Neapolitan|NO|NO
346|Tarantino|namebases-europe.js|7|cltr|0|4|11|Europe|Neapolitan|NO|NO
347|Vastese|namebases-europe.js|5|cltr|0|4|11|Europe|Neapolitan|NO|NO
348|Ardennais|namebases-europe.js|5|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
349|Berrichon|namebases-europe.js|7|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
350|Bourbonnais|namebases-europe.js|9|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
351|French (fra)|namebases-europe.js|9|lnrt|0|4|11|||NO|NO
352|Frainc-Comtou|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
353|Gallo|namebases-europe.js|8|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
354|Gaumais|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
355|Law French|namebases-europe.js|9|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
356|Lorrain|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
357|Mayennais|namebases-europe.js|5|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
358|Meridional French|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
360|Orleanais|namebases-europe.js|6|lnrt|0|4|11|||NO|NO
361|Paydret|namebases-europe.js|7|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
362|Picard|namebases-europe.js|9|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
364|Aeolian|namebases-europe.js|10|cltr|0|4|11|Europe|Sicilian|NO|NO
366|Alentejan|namebases-europe.js|5|lrs|0|4|11|Europe|Portuguese|NO|NO
367|Algherese|namebases-europe.js|10|lr|0|4|11|Europe|Catalan|NO|NO
368|Ancona|namebases-europe.js|10|lnrt|0|4|11|Europe|Central Italian|NO|NO
369|Andalusi Romance|namebases-europe.js|9|lnrt|0|4|11|Europe|Mozarabic|NO|NO
370|Andalusian|namebases-europe.js|9|lnrt|0|4|11|||NO|NO
371|Ansó|namebases-europe.js|8|lr|0|4|11|Europe|Aragonese|NO|NO
372|Aretino-Chianaiolo|namebases-europe.js|9|cltr|0|4|11|Europe|Tuscan|NO|NO
373|Argentinian Spanish|namebases-europe.js|7|lnrt|0|4|11|||NO|NO
374|Arpitan|namebases-europe.js|9|nlrs|0|4|11|Europe|Arpitan|NO|NO
376|Auvergnat|namebases-europe.js|7|nlr|0|4|11|Europe|Occitan|NO|NO
377|Balearic|namebases-europe.js|9|lr|0|4|11|Europe|Catalan|NO|NO
378|Banat|namebases-europe.js|9|lnr|0|4|11|Europe|Daco-Romanian|NO|NO
379|Barranquenho|namebases-europe.js|10|lrs|0|4|11|Europe|Portuguese|NO|NO
381|Bercian|namebases-europe.js|8|lr|0|4|11|Europe|Astur-Leonese|NO|NO
382|Bergamasque|namebases-europe.js|7|lnrt|0|4|11|Europe|Eastern Lombard|NO|NO
384|Bolognese|namebases-europe.js|6|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
385|Bauchi Chadic|namebases-africa.js|10|lnrt|0|4|11|||NO|NO
386|East Chadic|namebases-africa.js|7|lnrt|0|4|11|Africa|Chadic|NO|NO
387|Brianzoo|namebases-europe.js|9|lnrt|0|4|11|||NO|NO
388|Brigasc|namebases-europe.js|9|cltr|0|4|11|Europe|Ligurian|NO|NO
389|British Latin|namebases-europe.js|8|ln|0|4|11|Europe|Latin|NO|NO
390|Bukovinian|namebases-europe.js|10|lnr|0|4|11|Europe|Daco-Romanian|NO|NO
391|Canzes|namebases-europe.js|9|lnrt|0|4|11|||NO|NO
392|Central-Northern Lazian|namebases-europe.js|9|lnrt|0|4|11|Europe|Central Italian|NO|NO
393|Cheso|namebases-europe.js|9|lr|0|4|11|Europe|Aragonese|NO|NO
396|Seri|namebases-northAmerica.js|9|lnrt|0|4|11|North America|Seri isolate|NO|NO
398|Omaio-Shabo-Seze|namebases-africa.js|9|lnrt|0|5|11|||NO|NO
399|Comasco-Lecchese|namebases-europe.js|8|lnrt|0|4|11|Europe|Western Lombard|NO|NO
400|Corsican|namebases-europe.js|9|cltr|0|4|11|Europe|Corsican|NO|NO
401|Cremish|namebases-europe.js|10|lnrt|0|4|11|Europe|Eastern Lombard|NO|NO
402|Cremun-S|namebases-europe.js|7|lnrt|0|4|11|||NO|NO
403|Cri-ana|namebases-europe.js|10|lnrt|0|4|11|||NO|NO
404|Daco-Romanian|namebases-europe.js|8|lnr|0|4|11|Europe|Daco-Romanian|NO|NO
405|Dalmatian|namebases-europe.js|9|lnrt|0|4|11|Europe|Dalmatian Romance|NO|NO
406|Eastern Aragonese|namebases-europe.js|9|lr|0|4|11|Europe|Aragonese|NO|NO
407|Eastern Catalan|namebases-europe.js|8|lnrt|0|4|11|Europe|Eastern|NO|NO
408|Eastern Lombard|namebases-europe.js|10|lnrt|0|4|11|Europe|Eastern Lombard|NO|NO
409|Eastern Nonmetafonetica|namebases-europe.js|10|cltr|0|4|11|Europe|Sicilian|NO|NO
410|Eastern Romanian|namebases-europe.js|10|lnr|0|4|11|Europe|Eastern Romance|NO|NO
411|Ecuadorian Spanish|namebases-europe.js|10|lnrt|0|4|11|Europe|Latin American|NO|NO
412|Emilian|namebases-europe.js|10|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
413|Doteli|namebases-asia.js|10|lnrt|0|4|11|Asia|Central Pahari|NO|NO
414|Achhami Doteli|namebases-asia.js|10|lnrt|0|4|11|||NO|NO
415|Baitadeli Doteli|namebases-asia.js|10|lnrt|0|4|11|||NO|NO
416|Bajhangi Doteli|namebases-asia.js|10|lnrt|0|4|11|||NO|NO
417|Darchuleli Doteli|namebases-asia.js|10|lnrt|0|4|11|||NO|NO
418|Bajureli Doteli|namebases-asia.js|10|lnrt|0|4|11|||NO|NO
419|Dadeldhuri Doteli|namebases-asia.js|10|lnrt|0|4|11|||NO|NO
420|Ennese|namebases-europe.js|10|cltr|0|4|11|Europe|Sicilian|NO|NO
421|Eonavian|namebases-europe.js|10|lr|0|4|11|Europe|Galician|NO|NO
423|Estremenho|namebases-europe.js|10|lrs|0|4|11|Europe|Portuguese|NO|NO
424|European Portuguese|namebases-europe.js|10|lrs|0|4|11|Europe|Portuguese|NO|NO
425|Extremaduran|namebases-europe.js|10|lr|0|4|11|Europe|Astur-Leonese|NO|NO
426|Fabriano|namebases-europe.js|5|lnrt|0|4|11|Europe|Central Italian|NO|NO
427|Faetar|namebases-europe.js|6|nlrs|0|4|11|Europe|Arpitan|NO|NO
428|Fala|namebases-europe.js|10|lr|0|4|11|Europe|Galician|NO|NO
429|Ferrarese|namebases-europe.js|10|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
430|Fiuman|namebases-europe.js|10|cltr|0|4|11|Europe|Venetian|NO|NO
431|Florentine|namebases-europe.js|10|cltr|0|4|11|Europe|Tuscan|NO|NO
432|Forlivese|namebases-europe.js|10|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
433|Fornes|namebases-europe.js|6|lnr|0|4|11|Europe|Friulian|NO|NO
434|Franco-Italian|namebases-europe.js|8|lnrt|0|4|11|Europe|Mixed|NO|NO
436|Franco-Provençal|namebases-europe.js|6|nlrs|0|4|11|Europe|Arpitan|NO|NO
437|Angolar São Tomé|namebases-africa.js|10|lnr|0|5|11|||NO|NO
439|Galician|namebases-europe.js|5|lr|0|4|11|Europe|Galician|NO|NO
440|Galician-Asturian|namebases-europe.js|10|lr|0|4|11|Europe|Galician|NO|NO
441|Gallo-Italic of Basilicata|namebases-europe.js|10|lnrt|0|4|11|Europe|Gallo-Italic|NO|NO
442|Gallo-Italic of Sicily|namebases-europe.js|10|lnrt|0|4|11|Europe|Gallo-Italic|NO|NO
443|Gallo-Picene|namebases-europe.js|10|lnrt|0|4|11|Europe|Gallo-Italic|NO|NO
444|Gallurese|namebases-europe.js|10|cltr|0|4|11|Europe|Corsican|NO|NO
445|Gardiol|namebases-europe.js|8|lnrt|0|4|11|Europe|Dialects|NO|NO
446|Gascon|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
447|Genoese|namebases-europe.js|10|cltr|0|4|11|Europe|Ligurian|NO|NO
448|Grossetano|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
449|Haketia|namebases-europe.js|10|lr|0|4|11|Europe|Judeo-Spanish|NO|NO
450|Intemelio|namebases-europe.js|10|cltr|0|4|11|Europe|Ligurian|NO|NO
451|Istriot|namebases-europe.js|10|lnrt|0|4|11|Europe|Istriot|NO|NO
453|Jauer|namebases-europe.js|10|nld|0|4|11|Europe|Romansh|NO|NO
454|Annobonese Palé|namebases-africa.js|8|lnr|0|5|11|||NO|NO
456|Judeo-Catalan|namebases-europe.js|10|lnrt|0|4|11|Europe|Judeo-Catalan|NO|NO
457|Judeo-Gascon|namebases-europe.js|5|lnrt|0|4|11|Europe|Judeo-Occitan|NO|NO
462|Judeo-ProvenÃ§al|namebases-africa.js|10|lnrt|0|4|11|||NO|NO
466|Landese|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
467|Languedocien|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
468|Latin|namebases-europe.js|10|lnrt|0|4|11|Europe|Romance|NO|NO
469|Leonese|namebases-europe.js|10|lr|0|4|11|Europe|Astur-Leonese|NO|NO
470|Ligurian|namebases-europe.js|10|cltr|0|4|11|Europe|Ligurian|NO|NO
471|Limousin|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
472|Llanito|namebases-europe.js|10|lr|0|4|11|Europe|Spanish|NO|NO
473|Logudorese|namebases-europe.js|10|nld|0|4|11|Europe|Sardinian|NO|NO
474|Lombard|namebases-europe.js|10|cltr|0|4|11|Europe|Lombard|NO|NO
475|Forro São Tomé|namebases-africa.js|10|lnrt|0|5|12|||NO|NO
476|Lucchese|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
477|M-tis French|namebases-europe.js|10|lnrt|0|4|11|||NO|NO
478|Macerata|namebases-europe.js|10|lnrt|0|4|11|Europe|Central Italian|NO|NO
479|Principense Sundy|namebases-africa.js|10|lnr|0|5|11|||NO|NO
480|Mallorcan|namebases-europe.js|7|lnrt|0|4|11|Europe|Eastern|NO|NO
481|Maltese-Italian|namebases-europe.js|8|lnrt|0|4|11|||NO|NO
482|Manduriano|namebases-europe.js|10|lnrt|0|4|11|Europe|Salentino|NO|NO
483|Maramureș|namebases-europe.js|10|lnr|0|4|11|Europe|Daco-Romanian|NO|NO
484|Menorcan|namebases-europe.js|10|lnrt|0|4|11|Europe|Eastern|NO|NO
485|Mentonasc|namebases-europe.js|9|lnrt|0|4|11|Europe|Dialects|NO|NO
486|Messinese|namebases-europe.js|10|cltr|0|4|11|Europe|Sicilian|NO|NO
488|Milanese|namebases-europe.js|9|lnrt|0|4|11|Europe|Western Lombard|NO|NO
489|Minderico|namebases-europe.js|10|lrs|0|4|11|Europe|Portuguese|NO|NO
490|Equatoguinean Spanish|namebases-africa.js|9|lr|0|4|11|Africa|Spanish|NO|NO
491|Mirandese|namebases-europe.js|9|lr|0|4|11|Europe|Astur-Leonese|NO|NO
492|Baka|namebases-africa.js|7|lnrt|0|4|11|Africa|Nilo-Saharan|NO|NO
494|MonÃ©gasque|namebases-africa.js|9|lnrt|0|4|11|||NO|NO
495|Mozarabic|namebases-europe.js|8|lnrt|0|4|11|Europe|Mozarabic|NO|NO
496|Murcian|namebases-europe.js|8|lr|0|4|11|Europe|Spanish|NO|NO
498|Navarrese|namebases-europe.js|9|lr|0|4|11|Europe|Aragonese|NO|NO
499|Navarro-Aragonese|namebases-europe.js|9|lr|0|4|11|Europe|Aragonese|NO|NO
500|Berta|namebases-africa.js|9|lnrt|0|4|11|Africa|Berta|NO|NO
501|Saharan Spanish|namebases-africa.js|9|lr|0|4|11|Africa|Spanish|NO|NO
502|Niçard|namebases-europe.js|8|lnrt|0|4|11|Europe|Dialects|NO|NO
503|Nones|namebases-europe.js|9|lnr|0|4|11|Europe|Ladin|NO|NO
504|Northern Catalan|namebases-europe.js|10|lnrt|0|4|11|Europe|Eastern|NO|NO
505|Northern Portuguese|namebases-europe.js|7|lrs|0|4|11|Europe|Portuguese|NO|NO
506|Northern Romanian|namebases-europe.js|10|lnr|0|4|11|Europe|Eastern Romance|NO|NO
507|Northwestern Catalan|namebases-europe.js|8|lnrt|0|4|11|Europe|Western|NO|NO
508|Novarese|namebases-europe.js|8|lnrt|0|4|11|Europe|Southwestern Lombard|NO|NO
509|Occitan|namebases-europe.js|7|lnrt|0|4|11|Europe|Dialects|NO|NO
510|Werni|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
511|Zhire|namebases-africa.js|6|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
512|Old Catalan|namebases-europe.js|8|lnrt|0|4|11|Europe|Old Catalan|NO|NO
513|Old Gallo-Romance|namebases-europe.js|8|lnrt|0|4|11|Europe|Old|NO|NO
514|Old Leonese|namebases-europe.js|9|lr|0|4|11|Europe|Astur-Leonese|NO|NO
515|Old Lombard|namebases-europe.js|10|lnrt|0|4|11|Europe|Eastern Lombard|NO|NO
516|Old Occitan|namebases-europe.js|9|lnrt|0|4|11|Europe|Old Occitan|NO|NO
517|Old Romagnol|namebases-europe.js|9|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
518|Old Spanish|namebases-europe.js|9|lnrt|0|4|11|Europe|Old Spanish|NO|NO
519|Oliventine|namebases-europe.js|8|lrs|0|4|11|Europe|Portuguese|NO|NO
520|Oltenian|namebases-europe.js|6|lnr|0|4|11|Europe|Daco-Romanian|NO|NO
521|Ossolano|namebases-europe.js|9|lnrt|0|4|11|Europe|Western Lombard|NO|NO
522|Palafrugués|namebases-europe.js|8|lnrt|0|4|11|||NO|NO
523|Palra|namebases-europe.js|9|lr|0|4|11|Europe|Astur-Leonese|NO|NO
524|Pannonian Latin|namebases-europe.js|9|ln|0|4|11|Europe|Latin|NO|NO
525|Pantesco|namebases-europe.js|9|cltr|0|4|11|Europe|Sicilian|NO|NO
526|Zhoa|namebases-africa.js|7|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
527|Parmigiano|namebases-europe.js|9|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
528|Pavese|namebases-europe.js|7|lnrt|0|4|11|Europe|Southwestern Lombard|NO|NO
529|Peruvian Ribereño|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Latin American|NO|NO
530|Shabo|namebases-africa.js|8|r|0|4|11|Africa|Language isolate|NO|NO
531|Pesciatino|namebases-europe.js|8|lnrt|0|4|11|Europe|Dialects|NO|NO
532|Bjarmian Finnic|namebases-europe.js|7|lnrt|0|4|11|||NO|NO
533|Proto-Sami|namebases-europe.js|9|lnrt|0|4|11|Eurasia|Proto-Sami|NO|NO
534|Forest Nenets|namebases-europe.js|8|lnrt|0|4|11|Eurasia|Nenets|NO|NO
535|Proto-Finnic|namebases-europe.js|9|lnrt|0|4|11|Eurasia|Proto-Finnic|NO|NO
536|Southwestern Finnish|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Western Dialects|NO|NO
537|Proto-Uralic|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Uralic|NO|NO
538|Proto-Karelian|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Proto-Finnic|NO|NO
539|Proto-Permic|namebases-europe.js|10|lnrt|0|4|11|Eurasia|Proto-Permic|NO|NO
540|Somero region|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Western Dialects|NO|NO
541|Jämtland|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Southern Sami|NO|NO
543|Sucite|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
544|Suwu|namebases-africa.js|7|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
545|Acheron|namebases-africa.js|7|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
546|Adara|namebases-africa.js|9|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
547|Tundra Nenets|namebases-europe.js|9|lnrt|0|4|11|Eurasia|Nenets|NO|NO
548|North Estonian|namebases-europe.js|9|akiut|0|4|11|Eurasia|North Estonian|NO|NO
549|Western Estonian|namebases-europe.js|8|akiut|0|4|11|Eurasia|North Estonian|NO|NO
550|Northern Erzya|namebases-europe.js|6|lnrt|0|4|11|Eurasia|Erzya|NO|NO
551|Southeastern Erzya|namebases-europe.js|8|lnrt|0|4|11|Eurasia|Erzya|NO|NO
552|Western Erzya|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Erzya|NO|NO
553|Shoksha|namebases-europe.js|9|lnrt|0|4|11|Eurasia|Erzya|NO|NO
554|Philippine Spanish|namebases-asia.js|7|lr|0|4|11|Asia|Spanish|NO|NO
555|Piedmontese|namebases-europe.js|7|cltr|0|4|11|Europe|Piedmontese|NO|NO
556|Pisano-Livornese|namebases-europe.js|8|lnrt|0|4|11|Europe|Dialects|NO|NO
557|Pistoiese|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
558|Poitevin-Saintongeais|namebases-europe.js|5|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
559|Eastern Khanty|namebases-europe.js|8|lnrt|0|4|11|Eurasia|Eastern Khanty|NO|NO
560|Eastern Mansi|namebases-europe.js|8|lnrt|0|4|11|Eurasia|Eastern Mansi|NO|NO
561|Western Mansi|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Western Mansi|NO|NO
562|Csangó|namebases-europe.js|8|lnrt|0|4|11|||NO|NO
564|Transylvanian Plain|namebases-europe.js|8|lnrt|0|4|11|Eurasia|Hungarian|NO|NO
565|Southern Sami|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Southern Sami|NO|NO
566|Aghem|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
567|Proto-Eastern Romance|namebases-europe.js|8|lnr|0|4|11|Europe|Eastern Romance|NO|NO
568|Proto-Romance|namebases-europe.js|7|lnrt|0|4|11|Europe|Romance|NO|NO
569|Provençal|namebases-europe.js|9|lnrt|0|4|11|Europe|Dialects|NO|NO
570|Putèr|namebases-europe.js|7|nld|0|4|11|Europe|Romansh|NO|NO
571|Mator|namebases-europe.js|8|lnrt|0|4|11|Eurasia|Mator|NO|NO
572|Mator proper|namebases-europe.js|7|lnrt|0|4|11|Eurasia|Mator|NO|NO
573|Proto-Ob-Ugric|namebases-europe.js|9|lnrt|0|4|11|Eurasia|Proto-Ob-Ugric|NO|NO
574|Kamas|namebases-europe.js|8|lnrt|0|4|11|Eurasia|Kamas|NO|NO
575|Nganasan|namebases-europe.js|6|lnrt|0|4|11|Eurasia|Nganasan|NO|NO
576|Western Lombard|namebases-europe.js|9|lnrt|0|4|11|Europe|Western Lombard|NO|NO
577|Varesino|namebases-europe.js|8|lnrt|0|4|11|Europe|Western Lombard|NO|NO
578|Ticinese|namebases-europe.js|8|lnrt|0|4|11|Europe|Western Lombard|NO|NO
579|Triestine|namebases-europe.js|8|cltr|0|4|11|Europe|Venetian|NO|NO
580|Aiki|namebases-africa.js|7|lnrt|0|4|11|Africa|Maban|NO|NO
581|Amdang|namebases-africa.js|9|lnrt|0|4|11|Africa|Fur|NO|NO
582|Doghose|namebases-africa.js|6|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
583|Eton|namebases-africa.js|9|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
584|Afade|namebases-africa.js|6|lnrt|0|4|11|Africa|Chadic|NO|NO
585|Afar|namebases-africa.js|8|lnrt|0|4|11|Horn of Africa|Cushitic|NO|NO
586|Bura|namebases-africa.js|9|lnrt|0|4|11|Africa|Chadic|NO|NO
587|Bure|namebases-africa.js|7|lnrt|0|4|11|Africa|Chadic|NO|NO
588|Buwal|namebases-africa.js|9|lnrt|0|4|11|Africa|Chadic|NO|NO
589|Cakfem-Mushere|namebases-africa.js|9|lnrt|0|4|11|Africa|Chadic|NO|NO
590|Bukusu|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
591|Rémois|namebases-europe.js|8|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
592|Regional Italian|namebases-europe.js|8|cltr|0|4|11|Europe|Italian|NO|NO
593|Ribagorçan|namebases-europe.js|6|lnrt|0|4|11|Europe|Western|NO|NO
594|Riberan|namebases-europe.js|9|lr|0|4|11|Europe|Astur-Leonese|NO|NO
595|Riojan|namebases-europe.js|8|lr|0|4|11|Europe|Aragonese|NO|NO
596|Afrikaans|namebases-africa.js|8|lnrt|0|4|11|Africa|Germanic|NO|NO
597|Riunorese|namebases-europe.js|6|lr|0|4|11|Europe|Astur-Leonese|NO|NO
598|Romagnol|namebases-europe.js|8|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
599|Romanesco|namebases-europe.js|8|lnrt|0|4|11|Europe|Central Italian|NO|NO
602|Romanian Daco-Romanian|namebases-europe.js|7|lnr|0|4|11|Europe|Eastern Romance|NO|NO
603|Royasc|namebases-europe.js|7|cltr|0|4|11|Europe|Ligurian|NO|NO
607|Sabino|namebases-europe.js|9|lnrt|0|4|11|Europe|Central Italian|NO|NO
608|Agaw|namebases-africa.js|6|lnrt|0|4|11|Africa|Cushitic|NO|NO
609|Salentino|namebases-europe.js|8|lnrt|0|4|11|Europe|Salentino|NO|NO
610|Yemba|namebases-africa.js|6|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
611|Zande|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
612|Wannu|namebases-africa.js|5|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
613|Yalunka|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
614|Yamba|namebases-africa.js|9|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
615|Yela-Kela|namebases-africa.js|6|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
618|Sammarinese|namebases-europe.js|8|lnrt|0|4|11|Europe|Emilian-Romagnol|NO|NO
620|Sardo-Corsican|namebases-europe.js|8|lnrt|0|4|11|Europe|Sardo-Corsican|NO|NO
621|Sassarese|namebases-europe.js|7|cltr|0|4|11|Europe|Corsican|NO|NO
622|Savoyard|namebases-europe.js|9|nlrs|0|4|11|Europe|Arpitan|NO|NO
623|Senese|namebases-europe.js|9|cltr|0|4|11|Europe|Tuscan|NO|NO
625|Tsimané|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Tsimané isolate|NO|NO
626|Southeast Metafonetica|namebases-europe.js|8|cltr|0|4|11|Europe|Sicilian|NO|NO
627|Southern Aragonese|namebases-europe.js|7|lr|0|4|11|Europe|Aragonese|NO|NO
630|N!ung Click|namebases-africa.js|10|lnrtkxgms|0|3|9|||NO|NO
631|Nama Click|namebases-africa.js|10|lnrtkxgms|0|3|9|||NO|NO
632|Naro Click|namebases-africa.js|10|lnrtkxgms|0|5|12|||NO|NO
633|G!ui Click|namebases-africa.js|10|lnrtkxgms|0|3|9|||NO|NO
634|Ju|'hoan Click|namebases-africa.js|10|lnrtkxgms|0|3|9|||NO|NO
635|Surmiran|namebases-europe.js|10|nld|0|4|11|Europe|Romansh|NO|NO
636|Sursilvan|namebases-europe.js|10|nld|0|4|11|Europe|Romansh|NO|NO
637|Sutsilvan|namebases-europe.js|10|nld|0|4|11|Europe|Romansh|NO|NO
638|Tuatschin|namebases-europe.js|10|nld|0|4|11|Europe|Romansh|NO|NO
639|Vallader|namebases-europe.js|10|nld|0|4|11|Europe|Romansh|NO|NO
641|Standard French|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
642|Standard Italian|namebases-europe.js|10|cltr|0|4|11|Europe|Italian|NO|NO
643|Swiss Italian|namebases-europe.js|10|cltr|0|4|11|Europe|Italian|NO|NO
644|Tuscan|namebases-europe.js|10|cltr|0|4|11|Europe|Tuscan|NO|NO
645|Southern Cilentan|namebases-europe.js|10|lnrt|0|4|11|Europe|Cilentan|NO|NO
646|Tabarchino|namebases-europe.js|10|cltr|0|4|11|Europe|Ligurian|NO|NO
647|Talian|namebases-europe.js|10|cltr|0|4|11|Europe|Venetian|NO|NO
649|Transylvanian|namebases-europe.js|10|lnr|0|4|11|Europe|Daco-Romanian|NO|NO
650|Tuscia|namebases-europe.js|10|lnrt|0|4|11|Europe|Central Italian|NO|NO
651|Umbrian|namebases-europe.js|10|lnrt|0|4|11|Europe|Central Italian|NO|NO
654|Valdô|namebases-europe.js|10|lnrt|0|4|11|||NO|NO
655|Valencian|namebases-europe.js|10|lnrt|0|4|11|Europe|Western|NO|NO
656|Venetian|namebases-europe.js|6|cltr|0|4|11|Europe|Venetian|NO|NO
657|Venezuelan Spanish|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Latin American|NO|NO
658|Versiliese|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
659|Viareggino|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
660|Vivaro-Alpine|namebases-europe.js|10|lnrt|0|4|11|Europe|Dialects|NO|NO
661|Vosgien|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
662|Wallachian|namebases-europe.js|10|lnr|0|4|11|Europe|Daco-Romanian|NO|NO
663|Welche|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
664|West Walloon|namebases-europe.js|10|nlrs|0|4|11|Europe|Oïl Dialects|NO|NO
666|Kru Pidgin English|namebases-africa.js|10|lnrt|0|4|12|Misc|English-based|NO|NO
667|Liberian Interior Pidgin English|namebases-africa.js|10|lnrt|0|4|11|Misc|English-based|NO|NO
680|Bakhtiari Arabic|namebases-asia.js|14|lnrt|0|4|11|Middle East|Central Asian|NO|NO
696|Fur|namebases-africa.js|10|lnrt|0|4|11|Africa|Nilo-Saharan|NO|NO
701|Gumuz|namebases-africa.js|10|lnrt|0|4|11|Africa|Gumuz|NO|NO
702|Gwari|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
703|Gyong|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
704|Hakaona|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
705|Hanga|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
706|Saari|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
707|Samwe|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
708|Shwai|namebases-africa.js|6|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
709|Sighu|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
710|Siwu|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
711|Southeast Ijo|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
713|Susu|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
728|Inuktitut|namebases-northAmerica.js|10|lnrt|0|4|11|Arctic|Eskimo–Aleut|NO|NO
733|Western Aragonese|namebases-europe.js|10|lr|0|4|11|Europe|Aragonese|NO|NO
734|Western Catalan|namebases-europe.js|10|lnrt|0|4|11|Europe|Western|NO|NO
