i|name|filename|seedCount|d|m|min|max|region|family|seeds25|reviewed
200995|Tansi|namebases-unknown.js|20|lnrt|0|5|10|Misc|Mixed|NO|NO
200995|Tansi|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Mixed|NO|NO
200996|Te Parau Tinito|namebases-unknown.js|20|lnrt|0|5|10|Misc|Pidgin|NO|NO
200996|Te Parau Tinito|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Pidgin|NO|NO
200997|Tinglish|namebases-unknown.js|20|aeo|0|5|10|Misc|Pidgin|NO|NO
200997|Tinglish|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Pidgin|NO|NO
200998|Tsotsitaal|namebases-unknown.js|20|mt|0|5|10|Misc|Tswana-based|NO|NO
200998|Tsotsitaal|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Tswana-based|NO|NO
200999|Unserdeutsch|namebases-unknown.js|20|emno|0|5|10|Misc|German-based|NO|NO
200999|Unserdeutsch|namebases-dedicated.js|11|lnrt|0|4|12|Misc|German-based|NO|NO
201000|Vedda|namebases-unknown.js|20|t|0|5|10|Misc|Sinhala-based|NO|NO
201000|Vedda|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Sinhala-based|NO|NO
201001|Waxiang|namebases-unknown.js|20|elnt|0|5|10|Misc|Mixed|NO|NO
201001|Waxiang|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Mixed|NO|NO
201002|West Greenlandic Pidgin|namebases-unknown.js|20|lnrt|0|5|10|Misc|Pidgin|NO|NO
201002|West Greenlandic Pidgin|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Pidgin|NO|NO
201003|Xieheyu|namebases-unknown.js|20|ailmnoqstu|0|5|10|Misc|Pidgin|NO|NO
201003|Xieheyu|namebases-dedicated.js|20|lnrt|0|4|12|Misc|Pidgin|NO|NO
201004|Beni Snous dialect|namebases-africa.js|37|lnrt|0|4|12|North Africa|Berber|YES|NO
201004|Beni Snous dialect|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201005|Ghadames|namebases-africa.js|25|blms|0|4|12|North Africa|Berber|YES|NO
201005|Ghadames|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201006|Iznasen|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201006|Iznasen|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201007|Kabyle|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201007|Kabyle|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201008|Shawiya|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201008|Shawiya|namebases-dedicated.js|12|lnrt|0|4|12|North Africa|Berber|NO|NO
201009|Shilha|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201009|Shilha|namebases-dedicated.js|12|lnrt|0|4|12|North Africa|Berber|NO|NO
201010|Siwi|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201010|Siwi|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201011|South Oran and Figuig Berber|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201011|South Oran and Figuig Berber|namebases-dedicated.js|17|lnrt|0|4|12|North Africa|Berber|NO|NO
201012|Tarifit|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201012|Tarifit|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201013|Tidikelt|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201013|Tidikelt|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201014|Tuareg Tamasheq|namebases-africa.js|10|ls|0|4|12|North Africa|Berber|NO|NO
201014|Tuareg Tamasheq|namebases-dedicated.js|10|lnrt|0|4|12|North Africa|Berber|NO|NO
201015|Tugurt|namebases-africa.js|25|dks|0|4|12|North Africa|Berber|YES|NO
201015|Tugurt|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201016|Tuwat|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201016|Tuwat|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201017|Western Algerian Zenatic dialects|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201017|Western Algerian Zenatic dialects|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201018|Zurg|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201018|Zurg|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201019|Zuwara Berber|namebases-africa.js|25|ls|0|4|12|North Africa|Berber|YES|NO
201019|Zuwara Berber|namebases-dedicated.js|20|lnrt|0|4|12|North Africa|Berber|NO|NO
201020|Arapaho|namebases-northAmerica.js|32|l|0|4|14|North America|Algonquian|YES|NO
201020|Arapaho|namebases-dedicated.js|20|lnrt|0|4|12|North America|Algonquian|NO|NO
201021|Coast Tsimshian (Sm’algya̱x)|namebases-northAmerica.js|33|efns|0|5|14|North America|Tsimshianic|YES|NO
201021|Coast Tsimshian (Sm’algya̱x)|namebases-dedicated.js|20|lnrt|0|4|12|North America|Tsimshianic|NO|NO
201022|Cochimí|namebases-northAmerica.js|32|aelors|0|5|16|North America|Yuman-Cochimí|YES|NO
201022|Cochimí|namebases-dedicated.js|20|lnrt|0|4|12|North America|Yuman-Cochimí|NO|NO
201023|Gwichʼin|namebases-northAmerica.js|32|r|0|5|14|North America|Na-Dene|YES|NO
201023|Gwichʼin|namebases-dedicated.js|20|lnrt|0|4|12|North America|Na-Dene|NO|NO
201024|Hän|namebases-northAmerica.js|10|eilo|0|4|14|North America|Na-Dene|NO|NO
201024|Hän|namebases-dedicated.js|10|lnrt|0|4|12|North America|Na-Dene|NO|NO
201025|Métis French|namebases-northAmerica.js|33|elost|0|5|16|North America|Canadian|YES|NO
201025|Métis French|namebases-dedicated.js|20|lnrt|0|4|12|North America|Canadian|NO|NO
201026|Mi'kmaq|namebases-northAmerica.js|34|lnpst|0|5|14|North America|Algic|YES|NO
201026|Mi'kmaq|namebases-dedicated.js|11|lnrt|0|4|12|North America|Algic|NO|NO
201027|Mohave|namebases-northAmerica.js|10|elo|0|5|14|North America|Yuman|NO|NO
201027|Mohave|namebases-dedicated.js|10|lnrt|0|4|12|North America|Yuman|NO|NO
201028|Na-Dene|namebases-northAmerica.js|33|elrs|0|5|12|North America|Na-Dene|YES|NO
201028|Na-Dene|namebases-dedicated.js|18|lnrt|0|4|12|North America|Na-Dene|NO|NO
201029|Occaneechi|namebases-northAmerica.js|33|eklorsu|0|5|14|North America|Siouan|YES|NO
201029|Occaneechi|namebases-dedicated.js|20|lnrt|0|4|12|North America|Siouan|NO|NO
201030|Southern Tepehuan|namebases-northAmerica.js|32|celnrt|0|5|16|North America|Uto-Aztecan|YES|NO
201030|Southern Tepehuan|namebases-dedicated.js|20|lnrt|0|4|12|North America|Uto-Aztecan|NO|NO
201031|Tanacross|namebases-northAmerica.js|33|l|0|5|14|North America|Na-Dene|YES|NO
201031|Tanacross|namebases-dedicated.js|11|lnrt|0|4|12|North America|Na-Dene|NO|NO
201032|Tłįchǫ|namebases-northAmerica.js|31|elnpst|0|5|14|North America|Na-Dene|YES|NO
201032|Tłįchǫ|namebases-dedicated.js|20|lnrt|0|4|12|North America|Na-Dene|NO|NO
201033|Ute|namebases-northAmerica.js|33|ilopt|0|5|14|North America|Uto-Aztecan|YES|NO
201033|Ute|namebases-dedicated.js|20|lnrt|0|4|12|North America|Uto-Aztecan|NO|NO
201034|Wiyot|namebases-northAmerica.js|33|elo|0|5|14|North America|Algic|YES|NO
201034|Wiyot|namebases-dedicated.js|20|lnrt|0|4|12|North America|Algic|NO|NO
201035|Yurok|namebases-northAmerica.js|34|eflot|0|4|12|North America|Algic|YES|NO
201035|Yurok|namebases-dedicated.js|19|lnrt|0|4|12|North America|Algic|NO|NO
201036|Zuni|namebases-northAmerica.js|32|efo|0|5|12|North America|Zuni isolate|YES|NO
201036|Zuni|namebases-dedicated.js|20|lnrt|0|4|12|North America|Zuni isolate|NO|NO
201037|Alekano|namebases-oceania.js|50|defglot|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201037|Alekano|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201038|Aneme Wake|namebases-oceania.js|20|eg|0|4|12|Pacific|Southeast Papuan|NO|NO
201038|Aneme Wake|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201039|Ankave|namebases-oceania.js|20|t|0|4|12|Pacific|Angan|NO|NO
201039|Ankave|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201040|Ari|namebases-oceania.js|20|t|0|4|12|Pacific|Gogodala–Suki|NO|NO
201040|Ari|namebases-dedicated.js|19|lnrt|0|4|12|Pacific|Gogodala–Suki|NO|NO
201041|Asmat–Kamoro|namebases-oceania.js|20|t|0|4|12|Pacific|Trans–New Guinea|NO|NO
201041|Asmat–Kamoro|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Trans–New Guinea|NO|NO
201042|Atayal|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201042|Atayal|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201043|Atohwaim (Kaugat)|namebases-oceania.js|20|ego|0|4|12|Pacific|Kayagaric|NO|NO
201043|Atohwaim (Kaugat)|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kayagaric|NO|NO
201044|Australian Kriol|namebases-oceania.js|20|t|0|4|12|Pacific|English-based|NO|NO
201044|Australian Kriol|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|English-based|NO|NO
201045|Auye|namebases-oceania.js|20|enor|0|4|12|Pacific|Paniai Lakes|NO|NO
201045|Auye|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Paniai Lakes|NO|NO
201046|Becking–Dawi|namebases-oceania.js|20|t|0|4|12|Pacific|Greater Awyu|NO|NO
201046|Becking–Dawi|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201047|Budai-Labuan-Taromak Rukai|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201047|Budai-Labuan-Taromak Rukai|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201048|Cèmuhî|namebases-oceania.js|24|ego|0|4|12|Pacific|Austronesian|NO|NO
201048|Cèmuhî|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201049|Cheke Holo|namebases-oceania.js|24|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201049|Cheke Holo|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201050|Ese Ömie|namebases-oceania.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201050|Ese Ömie|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201051|Hagen|namebases-oceania.js|20|t|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201051|Hagen|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201052|Hoanya|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201052|Hoanya|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201053|Hoia Hoia|namebases-oceania.js|20|ego|0|4|12|Pacific|Inland Gulf|NO|NO
201053|Hoia Hoia|namebases-dedicated.js|10|lnrt|0|4|12|Pacific|Inland Gulf|NO|NO
201054|Isbukun Bunun|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201054|Isbukun Bunun|namebases-dedicated.js|21|lnrt|0|4|12|Pacific|Formosan|NO|NO
201055|Javanese macro entry|namebases-oceania.js|24|ego|0|4|12|Pacific|Austronesian|NO|NO
201055|Javanese macro entry|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201056|Kaera|namebases-oceania.js|34|lnrt|0|4|12|Pacific|Alor–Pantar|YES|NO
201056|Kaera|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Alor–Pantar|NO|NO
201057|Kafoa|namebases-oceania.js|34|t|0|4|12|Pacific|Alor–Pantar|YES|NO
201057|Kafoa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Alor–Pantar|NO|NO
201058|Kaguel|namebases-oceania.js|20|t|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201058|Kaguel|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201059|Kainantu|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201059|Kainantu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201060|Kalamian|namebases-oceania.js|24|eg|0|4|12|Pacific|Austronesian|NO|NO
201060|Kalamian|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201061|Kanakanavu|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Formosan|YES|NO
201061|Kanakanavu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201062|Kawacha|namebases-oceania.js|20|ego|0|4|12|Pacific|Angan|NO|NO
201062|Kawacha|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201063|Kayagar (Kaygir)|namebases-oceania.js|20|t|0|4|12|Pacific|Kayagaric|NO|NO
201063|Kayagar (Kaygir)|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kayagaric|NO|NO
201064|Ke’yagana|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201064|Ke’yagana|namebases-dedicated.js|17|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201065|Ketagalan|namebases-oceania.js|50|eg|0|4|12|Pacific|Formosan|YES|NO
201065|Ketagalan|namebases-dedicated.js|11|lnrt|0|4|12|Pacific|Formosan|NO|NO
201066|Kilivila|namebases-oceania.js|24|ego|0|4|12|Pacific|Austronesian|NO|NO
201066|Kilivila|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201067|Kimaama (Kimaghama)|namebases-oceania.js|20|lnrt|0|4|12|Pacific|Kolopom|NO|NO
201067|Kimaama (Kimaghama)|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kolopom|NO|NO
201068|Kombai–Wanggom|namebases-oceania.js|20|t|0|4|12|Pacific|Greater Awyu|NO|NO
201068|Kombai–Wanggom|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201069|Kowiai|namebases-oceania.js|24|t|0|4|12|Pacific|Austronesian|NO|NO
201069|Kowiai|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201070|Kulon|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Formosan|YES|NO
201070|Kulon|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201071|Kunimaipa|namebases-oceania.js|20|ego|0|4|12|Pacific|Goilalan|NO|NO
201071|Kunimaipa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Goilalan|NO|NO
201072|Lowland Iwur|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201072|Lowland Iwur|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201073|Madurese macro entry|namebases-oceania.js|29|eg|0|4|12|Pacific|Austronesian|YES|NO
201073|Madurese macro entry|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201074|Maga-Tona Rukai|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Formosan|YES|NO
201074|Maga-Tona Rukai|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201075|Mailu|namebases-oceania.js|20|ego|0|4|12|Pacific|Southeast Papuan|NO|NO
201075|Mailu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201076|Maiwa|namebases-oceania.js|20|t|0|4|12|Pacific|Southeast Papuan|NO|NO
201076|Maiwa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201077|Makalero|namebases-oceania.js|20|t|0|4|12|Pacific|East Timor Papuan|NO|NO
201077|Makalero|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|East Timor Papuan|NO|NO
201078|Makasae|namebases-oceania.js|20|t|0|4|12|Pacific|East Timor Papuan|NO|NO
201078|Makasae|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|East Timor Papuan|NO|NO
201079|Makassar|namebases-oceania.js|23|t|0|4|12|Pacific|Austronesian|NO|NO
201079|Makassar|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201080|Makayam|namebases-oceania.js|20|ps|0|4|12|Pacific|Anim|NO|NO
201080|Makayam|namebases-dedicated.js|14|lnrt|0|4|12|Pacific|Anim|NO|NO
201081|Mandobo|namebases-oceania.js|20|t|0|4|12|Pacific|Greater Awyu|NO|NO
201081|Mandobo|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Greater Awyu|NO|NO
201082|Mantauran Rukai|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201082|Mantauran Rukai|namebases-dedicated.js|11|lnrt|0|4|12|Pacific|Formosan|NO|NO
201083|Māori|namebases-oceania.js|24|ego|0|4|12|Pacific|Polynesian|NO|NO
201083|Māori|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Polynesian|NO|NO
201084|Mapena|namebases-oceania.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201084|Mapena|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201085|Maria|namebases-oceania.js|20|t|0|4|12|Pacific|Southeast Papuan|NO|NO
201085|Maria|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201086|Marind|namebases-oceania.js|20|t|0|4|12|Pacific|Anim|NO|NO
201086|Marind|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Anim|NO|NO
201087|Maring|namebases-oceania.js|20|t|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201087|Maring|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201088|Melanesian Pidgin|namebases-oceania.js|20|t|0|4|12|Pacific|English-based|NO|NO
201088|Melanesian Pidgin|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|English-based|NO|NO
201089|Menya|namebases-oceania.js|20|t|0|4|12|Pacific|Angan|NO|NO
201089|Menya|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Angan|NO|NO
201090|Mian|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201090|Mian|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201091|Moikodi|namebases-oceania.js|20|eg|0|4|12|Pacific|Southeast Papuan|NO|NO
201091|Moikodi|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201092|Mombum|namebases-oceania.js|20|t|0|4|12|Pacific|Bayono–Awbono|NO|NO
201092|Mombum|namebases-dedicated.js|12|lnrt|0|4|12|Pacific|Bayono–Awbono|NO|NO
201093|Momina|namebases-oceania.js|20|t|0|4|12|Pacific|Bayono–Awbono|NO|NO
201093|Momina|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Bayono–Awbono|NO|NO
201094|Momuna|namebases-oceania.js|20|t|0|4|12|Pacific|Bayono–Awbono|NO|NO
201094|Momuna|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Bayono–Awbono|NO|NO
201095|Moni|namebases-oceania.js|20|t|0|4|12|Pacific|Paniai Lakes|NO|NO
201095|Moni|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Paniai Lakes|NO|NO
201096|Moraori|namebases-oceania.js|20|t|0|4|12|Pacific|Papuan|NO|NO
201096|Moraori|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Papuan|NO|NO
201097|Morawa|namebases-oceania.js|20|t|0|4|12|Pacific|Southeast Papuan|NO|NO
201097|Morawa|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201098|Morigi|namebases-oceania.js|20|t|0|4|12|Pacific|Kiwaian|NO|NO
201098|Morigi|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kiwaian|NO|NO
201099|Mountain|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201099|Mountain|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201100|Mountain Koiari|namebases-oceania.js|20|eg|0|4|12|Pacific|Southeast Papuan|NO|NO
201100|Mountain Koiari|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201101|Mubami|namebases-oceania.js|20|t|0|4|12|Pacific|Inland Gulf|NO|NO
201101|Mubami|namebases-dedicated.js|19|lnrt|0|4|12|Pacific|Inland Gulf|NO|NO
201102|Mulaha|namebases-oceania.js|20|t|0|4|12|Pacific|Southeast Papuan|NO|NO
201102|Mulaha|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201103|Muna|namebases-oceania.js|24|t|0|4|12|Pacific|Austronesian|NO|NO
201103|Muna|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201104|Muyu|namebases-oceania.js|50|lnrt|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201104|Muyu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201105|Nakai|namebases-oceania.js|50|eg|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201105|Nakai|namebases-dedicated.js|19|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201106|Namiae|namebases-oceania.js|20|eg|0|4|12|Pacific|Southeast Papuan|NO|NO
201106|Namiae|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201107|Namumi|namebases-oceania.js|20|t|0|4|12|Pacific|Kutubuan|NO|NO
201107|Namumi|namebases-dedicated.js|19|lnrt|0|4|12|Pacific|Kutubuan|NO|NO
201108|Narak|namebases-oceania.js|20|t|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201108|Narak|namebases-dedicated.js|16|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201109|Narom|namebases-oceania.js|24|t|0|4|12|Pacific|Austronesian|NO|NO
201109|Narom|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201110|Nawaru|namebases-oceania.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201110|Nawaru|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201111|Ndom|namebases-oceania.js|20|t|0|4|12|Pacific|Kolopom|NO|NO
201111|Ndom|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kolopom|NO|NO
201112|Nduga|namebases-oceania.js|50|t|0|4|12|Pacific|Dani|YES|NO
201112|Nduga|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Dani|NO|NO
201113|Nedebang|namebases-oceania.js|34|lps|0|4|12|Pacific|Alor–Pantar|YES|NO
201113|Nedebang|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Alor–Pantar|NO|NO
201114|Nemi|namebases-oceania.js|24|t|0|4|12|Pacific|Austronesian|NO|NO
201114|Nemi|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201115|New Zealand Pidgin English|namebases-oceania.js|23|lnrt|0|4|12|Pacific|English-based|NO|NO
201115|New Zealand Pidgin English|namebases-dedicated.js|12|lnrt|0|4|12|Pacific|English-based|NO|NO
201116|Ngalum|namebases-oceania.js|50|l|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201116|Ngalum|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201117|Ngatikese Creole|namebases-oceania.js|20|eg|0|4|12|Pacific|English-based|NO|NO
201117|Ngatikese Creole|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|English-based|NO|NO
201118|Nggem|namebases-oceania.js|50|t|0|4|12|Pacific|Dani|YES|NO
201118|Nggem|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Dani|NO|NO
201119|Nii|namebases-oceania.js|20|lps|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201119|Nii|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201120|Ninggerum|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201120|Ninggerum|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201121|Nomane|namebases-oceania.js|20|eg|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201121|Nomane|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Chimbu–Wahgi|NO|NO
201122|Northern and Central Bunun|namebases-oceania.js|50|t|0|4|12|Pacific|Formosan|YES|NO
201122|Northern and Central Bunun|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Formosan|NO|NO
201123|Nuaulu|namebases-oceania.js|24|ego|0|4|12|Pacific|Austronesian|NO|NO
201123|Nuaulu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Austronesian|NO|NO
201124|Odoodee|namebases-oceania.js|20|lnrt|0|4|12|Pacific|East Strickland|NO|NO
201124|Odoodee|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|East Strickland|NO|NO
201125|Oirata|namebases-oceania.js|20|t|0|4|12|Pacific|East Timor Papuan|NO|NO
201125|Oirata|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|East Timor Papuan|NO|NO
201126|Ok–Oksapmin|namebases-oceania.js|20|t|0|4|12|Pacific|Trans–New Guinea|NO|NO
201126|Ok–Oksapmin|namebases-dedicated.js|17|lnrt|0|4|12|Pacific|Trans–New Guinea|NO|NO
201127|Oksapmin|namebases-oceania.js|50|t|0|4|12|Pacific|Ok–Oksapmin|YES|NO
201127|Oksapmin|namebases-dedicated.js|19|lnrt|0|4|12|Pacific|Ok–Oksapmin|NO|NO
201128|Omati|namebases-oceania.js|20|eg|0|4|12|Pacific|Turama–Kikorian|NO|NO
201128|Omati|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Turama–Kikorian|NO|NO
201129|Onjob|namebases-oceania.js|20|t|0|4|12|Pacific|Southeast Papuan|NO|NO
201129|Onjob|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Southeast Papuan|NO|NO
201130|Onobasulu|namebases-oceania.js|20|t|0|4|12|Pacific|Bosavi|NO|NO
201130|Onobasulu|namebases-dedicated.js|13|lnrt|0|4|12|Pacific|Bosavi|NO|NO
201131|Ontenu|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
201131|Ontenu|namebases-dedicated.js|20|lnrt|0|4|12|Pacific|Kainantu–Goroka|NO|NO
201132|Orokaiva|namebases-oceania.js|20|eg|0|4|12|Pacific|Binanderean|NO|NO
201132|Orokaiva|namebases-dedicated.js|16|lnrt|0|4|12|Pacific|Binanderean|NO|NO
201133|Oweina|namebases-oceania.js|50|t|0|4|12|Pacific|Kainantu–Goroka|YES|NO
