i,name,file,seeds,d,m,min,max,region,family,reviewed
46,Inuit,namebases-northAmerica.js,25,alutsn,0,5,15,None,None,[ ]
47,Ju/'hoan Click,namebases-africa.js,26,lnrtkxgms,0,3,9,None,None,[ ]
48,Hadza Click,namebases-africa.js,25,lnrtkxgms,0,3,9,None,None,[ ]
49,Sandawe Click,namebases-africa.js,26,lnrtkxgms,0,3,9,None,None,[ ]
50,Engan Papuan,namebases-oceania.js,27,lnrt,0,4,12,None,None,[ ]
51,Dani Papuan,namebases-oceania.js,27,lnrt,0,4,12,None,None,[ ]
52,Eastern Indonesian,namebases-asia.js,27,lnrt,0,4,12,None,None,[ ]
53,Melanesian Vanuatu,namebases-oceania.js,26,lnrt,0,4,12,None,None,[ ]
54,Micronesian,namebases-oceania.js,28,lnrt,0,4,12,Pacific,Micronesian,[ ]
55,Central Pacific,namebases-oceania.js,27,lnrt,0,4,12,Pacific,Austronesian,[ ]
56,New Caledonia,namebases-oceania.js,26,lnrt,0,4,12,None,None,[ ]
57,Bulgarian,namebases-europe.js,26,cltr,0,5,11,Europe,Eastern South Slavic,[ ]
58,Ukrainian,namebases-europe.js,25,cltr,0,5,11,Europe,East Slavic,[ ]
61,Koya-Konda-Manda-Pengo,namebases-asia.js,25,tdnl,0,5,11,None,None,[ ]
62,Bemba-Bembe-Fwe,namebases-africa.js,26,,0,5,11,None,None,[ ]
63,Yanomami Amazonian,namebases-southAmerica.js,28,lnrt,0,4,12,None,None,[ ]
64,Cavineña,namebases-southAmerica.js,25,lnrt,0,4,11,South America,Tacanan,[ ]
66,Southern Mongolic,namebases-africa.js,25,lnrt,0,5,11,None,None,[ ]
67,Mandara Chadic,namebases-africa.js,36,tdnl,0,4,11,None,None,[ ]
68,Canadian French,namebases-northAmerica.js,25,lnrs,0,4,11,Americas,Canadian,[ ]
69,Chilean Spanish,namebases-southAmerica.js,25,lnrs,0,4,11,South America,Latin American,[ ]
70,Chilote,namebases-southAmerica.js,25,lr,0,4,11,South America,Latin American,[ ]
71,Chipilo,namebases-northAmerica.js,25,cltr,0,4,11,North America,Venetian,[ ]
72,New England French,namebases-northAmerica.js,26,lnrs,0,4,11,North America,US,[ ]
73,Newfoundland French,namebases-northAmerica.js,28,lnrs,0,4,11,North America,Canadian,[ ]
74,Afro-Seminole Creole,namebases-northAmerica.js,29,lnrt,0,4,11,North America,English-based,[ ]
75,Awakatek,namebases-northAmerica.js,27,kpt,0,4,11,Mesoamerica,Mayan,[ ]
76,Irish Gaelic,namebases-europe.js,28,lnrt,0,5,11,None,None,[ ]
77,Scottish Gaelic,namebases-europe.js,26,lnrt,0,5,11,None,None,[ ]
78,Sanöma,namebases-southAmerica.js,25,lnrt,0,4,11,None,None,[ ]
82,Franco-Ontarian,namebases-northAmerica.js,26,nlrs,0,4,11,North America,Canadian,[ ]
84,Frenchville French,namebases-northAmerica.js,27,nlrs,0,4,11,North America,US,[ ]
85,Warao Delta,namebases-africa.js,26,,0,4,12,None,None,[ ]
86,Louisiana French,namebases-northAmerica.js,26,nlrs,0,4,11,North America,US,[ ]
87,South Estonian A,namebases-europe.js,29,akiut,0,5,11,None,None,[ ]
88,South Estonian B,namebases-europe.js,29,akiut,0,5,11,None,None,[ ]
89,Middle English,namebases-europe.js,25,cl,0,5,11,Europe,Germanic,[ ]
91,Mandarin Global,namebases-africa.js,25,,0,5,10,None,None,[ ]
92,Arabic Global,namebases-africa.js,26,ae,0,4,9,None,None,[ ]
94,Old English,namebases-europe.js,25,eos,0,5,11,Europe,Germanic,[ ]
95,Archi,namebases-asia.js,27,cltr,0,4,10,Caucasus,Northeast Caucasian,[ ]
96,Samoyedic Arctic,namebases-europe.js,25,akiut,0,5,12,None,None,[ ]
97,Iban,namebases-asia.js,30,,0,4,11,Southeast Asia,Malayo-Polynesian,[ ]
98,Sarawakian Malay,namebases-asia.js,27,,0,4,11,Southeast Asia,Malayo-Polynesian,[ ]
100,Sabah Malay,namebases-africa.js,27,,0,4,11,Asia,Malay-based,[ ]
103,Standard Malay,namebases-asia.js,25,,0,4,11,None,None,[ ]
105,Kupang Malay,namebases-asia.js,28,,0,4,11,Asia,Malay-based,[ ]
107,Makassar Malay,namebases-africa.js,30,,0,4,11,Misc,Mixed,[ ]
108,Malaccan Creole Malay,namebases-asia.js,25,,0,4,11,Asia,Malay-based,[ ]
109,Manado Malay,namebases-asia.js,27,,0,4,11,Asia,Malay-based,[ ]
110,Dura-Tandrange,namebases-asia.js,28,lnrt,0,4,12,None,None,[ ]
112,Papuan Malay,namebases-asia.js,25,,0,4,11,Asia,Malay-based,[ ]
113,Serui Malay,namebases-asia.js,26,,0,4,11,Asia,Malay-based,[ ]
115,Sula Malay,namebases-asia.js,26,,0,4,11,Asia,Malay-based,[ ]
116,Batek,namebases-asia.js,27,,0,4,11,Asia,Aslian,[ ]
117,Mah Meri,namebases-asia.js,25,,0,4,11,Asia,Aslian,[ ]
118,Semai,namebases-asia.js,25,,0,4,11,Asia,Aslian,[ ]
119,Semaq Beri,namebases-asia.js,26,,0,4,11,Asia,Aslian,[ ]
120,Semelai,namebases-asia.js,41,,0,4,11,Asia,Aslian,[ ]
121,Temiar,namebases-africa.js,26,,0,4,11,Asia,Aslian,[ ]
122,Camorta Nicobarese,namebases-asia.js,41,,0,4,11,Asia,Nicobarese,[ ]
124,Chaura Nicobarese,namebases-asia.js,41,,0,4,11,Asia,Nicobarese,[ ]
125,Nancowry Nicobarese,namebases-asia.js,41,,0,4,11,Asia,Nicobarese,[ ]
126,Nicobarese (macro),namebases-asia.js,41,,0,4,11,None,None,[ ]
127,Orang Pulo,namebases-asia.js,41,,0,4,11,Asia,Malay-based,[ ]
128,Peranakan,namebases-asia.js,41,,0,4,11,Asia,Malay-based,[ ]
129,Shompen,namebases-asia.js,41,,0,4,11,Asia,Nicobarese,[ ]
130,Southern Nicobarese,namebases-asia.js,41,lnrt,0,4,11,Asia,Nicobarese,[ ]
131,Terêna,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Arawakan,[ ]
132,Katchal Nicobarese,namebases-asia.js,41,lnrt,0,4,11,Asia,Nicobarese,[ ]
133,Kenaboi,namebases-asia.js,41,lnrt,0,4,11,Asia,Unclassified,[ ]
134,Minangkabau,namebases-asia.js,41,lnrt,0,4,11,Southeast Asia,Austronesian,[ ]
135,Lampung,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
136,Bima,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
137,Berta-Besme,namebases-africa.js,47,lnrt,0,5,11,None,None,[ ]
138,Basap,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
139,Selaru,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
140,Land Dayak,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
141,Flores-Lembata,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
142,Kei-Tanimbar,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
143,Timoric,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
144,Sumba-Flores,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
145,Tomini-Tolitoli,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
146,Muna-Buton,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
147,Minahasan,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
148,Sangiric,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
149,Kayan-Murik,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
150,Melanau-Kajang,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
151,North Sarawakan,namebases-oceania.js,36,,0,4,11,Pacific,Austronesian,[ ]
152,Sabahan,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
153,North Borneo,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
154,Greater North Borneo,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
155,Makassar Branch,namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
156,South Sulawesi,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
157,Northern South Sulawesi,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
158,Central South Sulawesi,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
159,Kaili-Wolio,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
160,Saluan-Banggai,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
161,Seko-Badaic,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
162,Moklenic,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
163,Nasal,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
164,Northwest Sumatra Barrier Islands,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
165,Sumatran,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
166,SHWNG,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
167,Barito,namebases-oceania.js,36,,0,4,11,Pacific,Austronesian,[ ]
168,Bali Sasak Sumbawa,namebases-oceania.js,36,,0,4,11,Pacific,Austronesian,[ ]
169,Alor Malay,namebases-asia.js,41,,0,4,11,Asia,Malay-based,[ ]
171,Malaysian Mandarin,namebases-asia.js,41,lnr,0,4,11,East Asia,Mandarin,[ ]
172,Malayo-Chamic,namebases-oceania.js,36,,0,4,11,Pacific,Austronesian,[ ]
173,Malayo-Polynesian,namebases-oceania.js,36,,0,4,11,Pacific,Austronesian,[ ]
174,Western Malayo-Polynesian,namebases-oceania.js,36,,0,4,11,Pacific,Austronesian,[ ]
175,Singaporean Mandarin,namebases-asia.js,41,tdnl,0,4,11,East Asia,Mandarin,[ ]
176,Acehnese,namebases-asia.js,41,,0,4,11,Southeast Asia,Malayo-Polynesian,[ ]
177,Madurese,namebases-asia.js,41,,0,4,11,Southeast Asia,Malayo-Polynesian,[ ]
178,North New Guinea,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
179,Sawila,namebases-oceania.js,36,r,0,4,11,Pacific,Alor–Pantar,[ ]
180,South Halmahera,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
181,Barlavento Creoles,namebases-asia.js,41,lnrs,0,4,11,Upper Guinea,Portuguese-based,[ ]
182,Fogo Creole,namebases-asia.js,41,lnrs,0,4,11,Upper Guinea,Portuguese-based,[ ]
183,Nenets,namebases-europe.js,50,akiut,0,4,11,Eurasia,Nenets,[ ]
184,Juk (Bahnaric),namebases-africa.js,25,,0,4,11,None,None,[ ]
185,Wa,namebases-africa.js,27,,0,4,11,Asia,Waic,[ ]
