i,name,file,seeds,d,m,min,max,region,family,reviewed
200702,Pyongan Korean,namebases-asia.js,30,p,0,4,12,East Asia,North Korean,[ ]
200702,Pyongan Korean,namebases-dedicated.js,30,eo,0,4,12,East Asia,North Korean,[ ]
200703,Raojia,namebases-asia.js,30,p,0,4,12,East Asia,Hmuic,[ ]
200703,Raojia,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Hmuic,[ ]
200704,Sanqiao,namebases-asia.js,30,p,0,4,12,East Asia,Hmuic,[ ]
200704,Sanqiao,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Hmuic,[ ]
200705,Shanghainese,namebases-asia.js,30,p,0,4,12,East Asia,Wu,[ ]
200705,Shanghainese,namebases-dedicated.js,28,,0,4,12,East Asia,Wu,[ ]
200706,Shao–Jiang Min,namebases-asia.js,30,p,0,4,12,East Asia,Min,[ ]
200706,Shao–Jiang Min,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Min,[ ]
200707,She,namebases-asia.js,30,p,0,4,12,East Asia,Sheic,[ ]
200707,She,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Sheic,[ ]
200708,She Chinese,namebases-asia.js,30,g,0,4,12,East Asia,Hmong-Mien,[ ]
200708,She Chinese,namebases-dedicated.js,30,,0,4,12,East Asia,Hmong-Mien,[ ]
200709,Silla Korean,namebases-asia.js,30,eo,0,4,12,East Asia,Old Korean,[ ]
200709,Silla Korean,namebases-dedicated.js,30,eo,0,4,12,East Asia,Old Korean,[ ]
200710,Small Flowery,namebases-asia.js,30,lnrt,0,4,12,East Asia,West Hmongic,[ ]
200710,Small Flowery,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,West Hmongic,[ ]
200711,South Korean,namebases-asia.js,30,gn,0,4,12,East Asia,Modern Korean,[ ]
200711,South Korean,namebases-dedicated.js,30,eo,0,4,12,East Asia,Modern Korean,[ ]
200712,Southern Min,namebases-asia.js,30,lnrt,0,4,12,East Asia,Min,[ ]
200712,Southern Min,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Min,[ ]
200713,Suzhounese,namebases-asia.js,29,en,0,4,12,East Asia,Wu,[ ]
200713,Suzhounese,namebases-dedicated.js,28,,0,4,12,East Asia,Wu,[ ]
200714,Taiwanese Mandarin,namebases-asia.js,30,,0,4,12,East Asia,Mandarin,[ ]
200714,Taiwanese Mandarin,namebases-dedicated.js,30,,0,4,12,East Asia,Mandarin,[ ]
200715,Wenzhounese,namebases-asia.js,29,e,0,4,12,East Asia,Wu,[ ]
200715,Wenzhounese,namebases-dedicated.js,28,,0,4,12,East Asia,Wu,[ ]
200716,Xixiu,namebases-asia.js,29,lnrt,0,4,12,East Asia,West Hmongic,[ ]
200716,Xixiu,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,West Hmongic,[ ]
200717,Xong,namebases-asia.js,29,gn,0,4,12,East Asia,Xong,[ ]
200717,Xong,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Xong,[ ]
200718,Yangchun Pai Yao,namebases-asia.js,29,lnrt,0,4,12,East Asia,Mienic,[ ]
200718,Yangchun Pai Yao,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Mienic,[ ]
200719,Ye-Maek,namebases-asia.js,30,g,0,4,12,East Asia,Ancient Koreanic,[ ]
200719,Ye-Maek,namebases-dedicated.js,28,eo,0,4,12,East Asia,Ancient Koreanic,[ ]
200720,Yeheni,namebases-asia.js,28,g,0,4,12,East Asia,Hmong-Mien,[ ]
200720,Yeheni,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Hmong-Mien,[ ]
200721,Yeongdong Korean,namebases-asia.js,30,n,0,4,12,East Asia,South Korean,[ ]
200721,Yeongdong Korean,namebases-dedicated.js,30,eo,0,4,12,East Asia,South Korean,[ ]
200722,Yeongseo Korean,namebases-asia.js,30,gn,0,4,12,East Asia,South Korean,[ ]
200722,Yeongseo Korean,namebases-dedicated.js,30,eo,0,4,12,East Asia,South Korean,[ ]
200723,Younian,namebases-asia.js,28,g,0,4,12,East Asia,Hmong-Mien,[ ]
200723,Younian,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Hmong-Mien,[ ]
200724,Younuo,namebases-asia.js,29,n,0,4,12,East Asia,Sheic,[ ]
200724,Younuo,namebases-dedicated.js,28,lnrt,0,4,12,East Asia,Sheic,[ ]
200725,Yukjin Korean,namebases-asia.js,30,n,0,4,12,East Asia,North Korean,[ ]
200725,Yukjin Korean,namebases-dedicated.js,30,eo,0,4,12,East Asia,North Korean,[ ]
200726,Zainichi Korean,namebases-asia.js,30,g,0,4,12,East Asia,Koreanic,[ ]
200726,Zainichi Korean,namebases-dedicated.js,30,eo,0,4,12,East Asia,Koreanic,[ ]
200727,Almosan,namebases-europe.js,45,os,0,4,12,Eurasia,Proposed Groupings,[ ]
200727,Almosan,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Proposed Groupings,[ ]
200728,Bjarmian Sámi,namebases-europe.js,54,akiut,0,4,12,Eurasia,Sami,[ ]
200728,Bjarmian Sámi,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Sami,[ ]
200729,Cingali,namebases-europe.js,40,aiklnptuy,0,4,12,Eurasia,Southern Khanty,[ ]
200729,Cingali,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Southern Khanty,[ ]
200730,Csángó,namebases-europe.js,40,akiut,0,4,10,Eurasia,Hungarian,[ ]
200730,Csángó,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Hungarian,[ ]
200731,Dené-Yeniseian,namebases-europe.js,44,lp,0,4,12,Eurasia,Proposed Groupings,[ ]
200731,Dené-Yeniseian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Proposed Groupings,[ ]
200732,Jåkkåkaska,namebases-europe.js,45,ln,0,4,12,Eurasia,Lule Sami,[ ]
200732,Jåkkåkaska,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Lule Sami,[ ]
200733,Jällivaara,namebases-europe.js,37,aklmtu,0,4,12,Eurasia,Western Dialects,[ ]
200733,Jällivaara,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200734,Jugan,namebases-europe.js,40,kln,0,4,12,Eurasia,Eastern Khanty,[ ]
200734,Jugan,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Eastern Khanty,[ ]
200735,Jukonda,namebases-europe.js,40,tdnl,0,4,12,Eurasia,Eastern Mansi,[ ]
200735,Jukonda,namebases-dedicated.js,28,tdnl,0,4,12,Eurasia,Eastern Mansi,[ ]
200736,Kainuu,namebases-europe.js,40,eo,0,4,12,Eurasia,Eastern Dialects,[ ]
200736,Kainuu,namebases-dedicated.js,28,eo,0,4,12,Eurasia,Eastern Dialects,[ ]
200737,Kamassian proper,namebases-europe.js,50,aekmnopsu,0,4,12,Eurasia,Kamas,[ ]
200737,Kamassian proper,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Kamas,[ ]
200738,Kazym,namebases-europe.js,40,l,0,4,12,Eurasia,Northern Khanty,[ ]
200738,Kazym,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Northern Khanty,[ ]
200739,Kiknur,namebases-europe.js,27,akiut,0,4,10,Eurasia,Northwestern Mari,[ ]
200739,Kiknur,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Northwestern Mari,[ ]
200740,Komi-Yodzyak,namebases-europe.js,40,o,0,4,12,Eurasia,Komi-Yodzyak,[ ]
200740,Komi-Yodzyak,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Komi-Yodzyak,[ ]
200741,Komi-Zyryan,namebases-europe.js,40,ny,0,4,12,Eurasia,Komi-Zyryan,[ ]
200741,Komi-Zyryan,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Komi-Zyryan,[ ]
200742,Kosa-Kama,namebases-europe.js,40,ny,0,4,12,Eurasia,Komi-Permyak,[ ]
200742,Kosa-Kama,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200743,Kozymodemyan,namebases-europe.js,27,ny,0,4,10,Eurasia,Hill Mari,[ ]
200743,Kozymodemyan,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Hill Mari,[ ]
200744,Kuuďärv Ludic,namebases-europe.js,28,o,0,4,10,Eurasia,Ludic,[ ]
200744,Kuuďärv Ludic,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Ludic,[ ]
200745,Likrisovskoe,namebases-europe.js,40,eiknopu,0,4,12,Eurasia,Eastern Khanty,[ ]
200745,Likrisovskoe,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Eastern Khanty,[ ]
200746,Lipsha,namebases-europe.js,27,akiut,0,4,10,Eurasia,Northwestern Mari,[ ]
200746,Lipsha,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Northwestern Mari,[ ]
200747,Lower Demjanka,namebases-europe.js,40,o,0,4,12,Eurasia,Southern Khanty,[ ]
200747,Lower Demjanka,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Southern Khanty,[ ]
200748,Lower Konda,namebases-europe.js,40,tdnl,0,4,12,Eurasia,Eastern Mansi,[ ]
200748,Lower Konda,namebases-dedicated.js,28,tdnl,0,4,12,Eurasia,Eastern Mansi,[ ]
200749,Lower Lozva,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200749,Lower Lozva,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200750,Lower Luga,namebases-europe.js,50,lnrt,0,4,10,Eurasia,Ingrian,[ ]
200750,Lower Luga,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Ingrian,[ ]
200751,Lower Vychegda,namebases-europe.js,40,kp,0,4,12,Eurasia,Komi-Zyryan,[ ]
200751,Lower Vychegda,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Komi-Zyryan,[ ]
200752,Ludza,namebases-europe.js,34,ny,0,4,10,Eurasia,South Estonian,[ ]
200752,Ludza,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,South Estonian,[ ]
200753,Luokta-Mávas,namebases-europe.js,45,ailmnsu,0,4,12,Eurasia,Pite Sami,[ ]
200753,Luokta-Mávas,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Pite Sami,[ ]
200754,Luza-Letka,namebases-europe.js,40,aklmtu,0,4,12,Eurasia,Komi-Zyryan,[ ]
200754,Luza-Letka,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Komi-Zyryan,[ ]
200755,Merya,namebases-europe.js,29,ny,0,4,10,Eurasia,Unclassified Uralic,[ ]
200755,Merya,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Unclassified Uralic,[ ]
200756,Meshcherian,namebases-europe.js,50,y,0,4,10,Eurasia,Unclassified Uralic,[ ]
200756,Meshcherian,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Unclassified Uralic,[ ]
200757,Middle Botnian,namebases-europe.js,32,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200757,Middle Botnian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200758,Middle Konda,namebases-europe.js,40,aekmnopsu,0,4,12,Eurasia,Eastern Mansi,[ ]
200758,Middle Konda,namebases-dedicated.js,28,tdnl,0,4,12,Eurasia,Eastern Mansi,[ ]
200759,Middle Lozva,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200759,Middle Lozva,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200760,Mulgi,namebases-europe.js,34,akiut,0,4,10,Eurasia,South Estonian,[ ]
200760,Mulgi,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,South Estonian,[ ]
200761,Muromian,namebases-europe.js,50,ailmnsu,0,4,10,Eurasia,Unclassified Uralic,[ ]
200761,Muromian,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Unclassified Uralic,[ ]
200762,Mysy,namebases-europe.js,40,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200762,Mysy,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200763,Nerdva,namebases-europe.js,40,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200763,Nerdva,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200764,North Vagilsk,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200764,North Vagilsk,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200765,Northeast Hungary,namebases-europe.js,40,akiut,0,4,10,Eurasia,Hungarian,[ ]
200765,Northeast Hungary,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Hungarian,[ ]
200766,Northeastern coastal Estonian,namebases-europe.js,34,lp,0,4,10,Eurasia,North Estonian,[ ]
200766,Northeastern coastal Estonian,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,North Estonian,[ ]
200767,Northern Botnian,namebases-europe.js,44,ailmnsu,0,4,12,Eurasia,Western Dialects,[ ]
200767,Northern Botnian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200768,Northern Ludic,namebases-europe.js,26,aiklnpuy,0,4,10,Eurasia,Ludic,[ ]
200768,Northern Ludic,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Ludic,[ ]
200769,Northern Savonian,namebases-europe.js,40,eiknop,0,4,12,Eurasia,Eastern Dialects,[ ]
200769,Northern Savonian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Eastern Dialects,[ ]
200770,Northern Veps,namebases-europe.js,32,aekmnopsu,0,4,10,Eurasia,Veps,[ ]
200770,Northern Veps,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Veps,[ ]
200771,Ob Mansi,namebases-europe.js,40,eklnp,0,4,12,Eurasia,Northern Mansi,[ ]
200771,Ob Mansi,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Northern Mansi,[ ]
200772,Obdorsk,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Northern Khanty,[ ]
200772,Obdorsk,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Northern Khanty,[ ]
200773,Old Hungarian,namebases-europe.js,40,akiut,0,4,10,Eurasia,Hungarian,[ ]
200773,Old Hungarian,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Hungarian,[ ]
200774,Old Komi,namebases-europe.js,40,lp,0,4,12,Eurasia,Old Komi,[ ]
200774,Old Komi,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Old Komi,[ ]
200775,On,namebases-europe.js,40,ny,0,4,12,Eurasia,Komi-Permyak,[ ]
200775,On,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200776,Orodezhi,namebases-europe.js,50,lnrt,0,4,10,Eurasia,Ingrian,[ ]
200776,Orodezhi,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Ingrian,[ ]
200777,Päijänne Tavastia,namebases-europe.js,40,kp,0,4,12,Eurasia,Eastern Dialects,[ ]
200777,Päijänne Tavastia,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Eastern Dialects,[ ]
200778,Pechora,namebases-europe.js,40,aekmnopsu,0,4,12,Eurasia,Komi-Zyryan,[ ]
200778,Pechora,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Komi-Zyryan,[ ]
200779,Pelym,namebases-europe.js,40,ny,0,4,12,Eurasia,Western Mansi,[ ]
200779,Pelym,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200780,Pim,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Eastern Khanty,[ ]
200780,Pim,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Eastern Khanty,[ ]
200781,Pite Sami,namebases-europe.js,45,akiut,0,4,12,Eurasia,Pite Sami,[ ]
200781,Pite Sami,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Pite Sami,[ ]
200782,Porvoo,namebases-europe.js,42,aklmtu,0,4,12,Eurasia,Western Dialects,[ ]
200782,Porvoo,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200783,Proto-Hungarian,namebases-europe.js,40,aeikmou,0,4,10,Eurasia,Proto-Hungarian,[ ]
200783,Proto-Hungarian,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Proto-Hungarian,[ ]
200784,Proto-Mordvinic,namebases-europe.js,50,lp,0,4,10,Eurasia,Proto-Mordvinic,[ ]
200784,Proto-Mordvinic,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Proto-Mordvinic,[ ]
200785,Ruija,namebases-europe.js,41,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200785,Ruija,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200786,Salaca Livonian,namebases-europe.js,35,aklmtu,0,4,10,Eurasia,Livonian,[ ]
200786,Salaca Livonian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Livonian,[ ]
200787,Sea Sami,namebases-europe.js,41,akiut,0,4,12,Eurasia,Northern Sami,[ ]
200787,Sea Sami,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Northern Sami,[ ]
200788,Semisjaur-Njarg,namebases-europe.js,45,aklmtu,0,4,12,Eurasia,Pite Sami,[ ]
200788,Semisjaur-Njarg,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Pite Sami,[ ]
200789,Sernur-Morkin,namebases-europe.js,27,aklmtu,0,4,10,Eurasia,Meadow Mari,[ ]
200789,Sernur-Morkin,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Meadow Mari,[ ]
200790,Serri,namebases-europe.js,45,o,0,4,12,Eurasia,Lule Sami,[ ]
200790,Serri,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Lule Sami,[ ]
200791,Seto,namebases-europe.js,34,aklmtu,0,4,10,Eurasia,South Estonian,[ ]
200791,Seto,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,South Estonian,[ ]
200792,Siberian Finnish,namebases-europe.js,40,ailmnsu,0,4,12,Eurasia,Finnish,[ ]
200792,Siberian Finnish,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Finnish,[ ]
200793,Siberian Ingrian Finnish,namebases-europe.js,50,aekmnopsu,0,4,10,Eurasia,Ingrian,[ ]
200793,Siberian Ingrian Finnish,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Ingrian,[ ]
200794,Sirkas,namebases-europe.js,45,kp,0,4,12,Eurasia,Lule Sami,[ ]
200794,Sirkas,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Lule Sami,[ ]
200795,Skolt Sami,namebases-europe.js,41,aklmtu,0,4,12,Eurasia,Skolt Sami,[ ]
200795,Skolt Sami,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Skolt Sami,[ ]
200796,Soikkola,namebases-europe.js,50,aklmtu,0,4,10,Eurasia,Ingrian,[ ]
200796,Soikkola,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Ingrian,[ ]
200797,Sörkaitum,namebases-europe.js,45,kp,0,4,12,Eurasia,Lule Sami,[ ]
200797,Sörkaitum,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Lule Sami,[ ]
200798,South Estonian,namebases-europe.js,34,aklmtu,0,4,10,Eurasia,South Estonian,[ ]
200798,South Estonian,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,South Estonian,[ ]
200799,South Vagilsk,namebases-europe.js,40,ailmnsu,0,4,12,Eurasia,Western Mansi,[ ]
200799,South Vagilsk,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Mansi,[ ]
200800,Southeastern Finnish,namebases-europe.js,40,akiut,0,4,12,Eurasia,Southeastern Dialects,[ ]
200800,Southeastern Finnish,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Southeastern Dialects,[ ]
200801,Southeastern Tavastian,namebases-europe.js,39,aekmnopsu,0,4,12,Eurasia,Western Dialects,[ ]
200801,Southeastern Tavastian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200802,Southern Botnian,namebases-europe.js,31,aeklmntu,0,4,12,Eurasia,Western Dialects,[ ]
200802,Southern Botnian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200803,Southern Karelian,namebases-europe.js,49,aekmnopsu,0,4,10,Eurasia,Karelian Proper,[ ]
200803,Southern Karelian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Karelian Proper,[ ]
200804,Southern Mansi,namebases-europe.js,40,aeikmnopsu,0,4,12,Eurasia,Southern Mansi,[ ]
200804,Southern Mansi,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Southern Mansi,[ ]
200805,Southern Savonian,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Eastern Dialects,[ ]
200805,Southern Savonian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Eastern Dialects,[ ]
200806,Southern Tavastian,namebases-europe.js,39,aekmnopsu,0,4,12,Eurasia,Western Dialects,[ ]
200806,Southern Tavastian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200807,Southern Veps,namebases-europe.js,32,aeklmntu,0,4,10,Eurasia,Veps,[ ]
200807,Southern Veps,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Veps,[ ]
200808,Svaipa,namebases-europe.js,45,eklnp,0,4,12,Eurasia,Pite Sami,[ ]
200808,Svaipa,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Pite Sami,[ ]
200809,Sygva,namebases-europe.js,40,aklmtu,0,4,12,Eurasia,Northern Mansi,[ ]
200809,Sygva,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Northern Mansi,[ ]
200810,Székely,namebases-europe.js,40,akiut,0,4,10,Eurasia,Hungarian,[ ]
200810,Székely,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Hungarian,[ ]
200811,Tagil,namebases-europe.js,40,lp,0,4,12,Eurasia,Southern Mansi,[ ]
200811,Tagil,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Southern Mansi,[ ]
200812,Tartu,namebases-europe.js,34,akiut,0,4,10,Eurasia,South Estonian,[ ]
200812,Tartu,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,South Estonian,[ ]
200813,Tavda,namebases-europe.js,50,ailmnsu,0,4,12,Eurasia,Southern Mansi,[ ]
200813,Tavda,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Southern Mansi,[ ]
200814,Taygi,namebases-europe.js,50,lnrt,0,4,12,Eurasia,Mator,[ ]
200814,Taygi,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Mator,[ ]
200815,Ter Sami,namebases-europe.js,31,l,0,4,12,Eurasia,Ter Sami,[ ]
200815,Ter Sami,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Ter Sami,[ ]
200816,Tisza-Körös,namebases-europe.js,40,akiut,0,4,10,Eurasia,Hungarian,[ ]
200816,Tisza-Körös,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Hungarian,[ ]
200817,Tonshaevo,namebases-europe.js,27,lp,0,4,10,Eurasia,Northwestern Mari,[ ]
200817,Tonshaevo,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Northwestern Mari,[ ]
200818,Torne Valley,namebases-europe.js,26,o,0,4,12,Eurasia,Meänkieli,[ ]
200818,Torne Valley,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Meänkieli,[ ]
200819,Tundra Enets,namebases-europe.js,37,aelptu,0,4,12,Eurasia,Enets,[ ]
200819,Tundra Enets,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Enets,[ ]
200820,Tuorpon,namebases-europe.js,45,ny,0,4,12,Eurasia,Lule Sami,[ ]
200820,Tuorpon,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Lule Sami,[ ]
200821,Turku highlands,namebases-europe.js,30,aklmtu,0,4,12,Eurasia,Western Dialects,[ ]
200821,Turku highlands,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Western Dialects,[ ]
200822,Tuzha,namebases-europe.js,27,aistu,0,4,10,Eurasia,Northwestern Mari,[ ]
200822,Tuzha,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Northwestern Mari,[ ]
200823,Tysfjord,namebases-europe.js,45,o,0,4,12,Eurasia,Lule Sami,[ ]
200823,Tysfjord,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Lule Sami,[ ]
200824,Ume Sami,namebases-europe.js,51,aklmtu,0,4,12,Eurasia,Ume Sami,[ ]
200824,Ume Sami,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Ume Sami,[ ]
200825,Upper Konda,namebases-europe.js,40,aklmntu,0,4,12,Eurasia,Eastern Mansi,[ ]
200825,Upper Konda,namebases-dedicated.js,28,tdnl,0,4,12,Eurasia,Eastern Mansi,[ ]
200826,Upper Lozva,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Northern Mansi,[ ]
200826,Upper Lozva,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Northern Mansi,[ ]
200827,Upper Lupya,namebases-europe.js,40,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200827,Upper Lupya,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Komi-Permyak,[ ]
200828,Upper Sysola,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Komi-Zyryan,[ ]
200828,Upper Sysola,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Komi-Zyryan,[ ]
200829,Uralic-Yukaghir,namebases-europe.js,41,ny,0,4,12,Eurasia,Proposed Groupings,[ ]
200829,Uralic-Yukaghir,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Proposed Groupings,[ ]
200830,Uralo-Siberian,namebases-europe.js,45,ln,0,4,12,Eurasia,Proposed Groupings,[ ]
200830,Uralo-Siberian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Proposed Groupings,[ ]
200831,Vakh,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200831,Vakh,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200832,Värmland Savonian,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Eastern Dialects,[ ]
200832,Värmland Savonian,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Eastern Dialects,[ ]
200833,Vartovskoe,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200833,Vartovskoe,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200834,Vasjugan,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200834,Vasjugan,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200835,Verkhne-Kalimsk,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200835,Verkhne-Kalimsk,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Far Eastern Khanty,[ ]
200836,Vishera,namebases-europe.js,40,lnrt,0,4,12,Eurasia,Core Mansi,[ ]
200836,Vishera,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Core Mansi,[ ]
200837,Volga,namebases-europe.js,27,akiut,0,4,10,Eurasia,Meadow Mari,[ ]
200837,Volga,namebases-dedicated.js,28,akiut,0,4,12,Eurasia,Meadow Mari,[ ]
200838,Vym,namebases-europe.js,40,o,0,4,12,Eurasia,Komi-Zyryan,[ ]
200838,Vym,namebases-dedicated.js,28,lnrt,0,4,12,Eurasia,Komi-Zyryan,[ ]
